Nome TFC,Entrada GC,Entrada QC,Saida GC,Saida QC,Delta GC,Delta QC,Metodo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_hwb4_12.tfc,12,24,12,24,0,0,novo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_hwb4_12.tfc,12,24,12,24,0,0,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_hwb4_12.tfc,12,24,12,24,0,0,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_hwb4_13.tfc,13,25,13,25,0,0,antigo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_hwb4_13.tfc,13,25,13,25,0,0,novo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_hwb4_13.tfc,13,25,13,25,0,0,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_hwb4_13.tfc,13,25,13,25,0,0,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_hwb5_31_91_opt_38_80.tfc,38,90,38,90,0,0,antigo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_hwb5_31_91_opt_38_80.tfc,38,90,39,97,-1,-7,novo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_hwb5_31_91_opt_38_80.tfc,38,90,39,97,-1,-7,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_hwb5_31_91_opt_38_80.tfc,38,90,39,97,-1,-7,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_nth_prime5_inc_29_91_opt_36_80.tfc,36,100,36,102,0,-2,antigo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_nth_prime5_inc_29_91_opt_36_80.tfc,36,100,36,100,0,0,novo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_nth_prime5_inc_29_91_opt_36_80.tfc,36,100,32,100,4,0,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/mspk_nth_prime5_inc_29_91_opt_36_80.tfc,36,100,36,102,0,-2,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/nth_prime4_inc_15_51.tfc,15,51,15,51,0,0,antigo
